value_ns,percentile,cumulative_count
68223.0,99.984009,2082049
68671.0,99.984057,2082050
68735.0,99.984105,2082051
68799.0,99.984153,2082052
68863.0,99.984249,2082054
68927.0,99.984297,2082055
68991.0,99.984345,2082056
69183.0,99.984393,2082057
69503.0,99.984441,2082058
69695.0,99.984489,2082059
69759.0,99.984585,2082061
69823.0,99.984777,2082065
69887.0,99.984825,2082066
69951.0,99.984921,2082068
70015.0,99.984969,2082069
70143.0,99.985017,2082070
71039.0,99.985065,2082071
71295.0,99.985161,2082073
71423.0,99.985209,2082074
71615.0,99.985257,2082075
71679.0,99.985305,2082076
71807.0,99.985449,2082079
71871.0,99.985545,2082081
71935.0,99.985689,2082084
72063.0,99.985737,2082085
72127.0,99.985786,2082086
72191.0,99.985834,2082087
72255.0,99.985882,2082088
72319.0,99.985930,2082089
72383.0,99.986074,2082092
72447.0,99.986218,2082095
72511.0,99.986314,2082097
72639.0,99.986362,2082098
72959.0,99.986458,2082100
73023.0,99.986506,2082101
73087.0,99.986554,2082102
73151.0,99.986602,2082103
73279.0,99.986650,2082104
73343.0,99.986794,2082107
73407.0,99.986842,2082108
73471.0,99.986890,2082109
73599.0,99.986986,2082111
73663.0,99.987034,2082112
73727.0,99.987082,2082113
73983.0,99.987178,2082115
74047.0,99.987226,2082116
74111.0,99.987274,2082117
74239.0,99.987322,2082118
74303.0,99.987466,2082121
74367.0,99.987514,2082122
74431.0,99.987562,2082123
74495.0,99.987658,2082125
74559.0,99.987754,2082127
74687.0,99.987850,2082129
74815.0,99.987946,2082131
74879.0,99.988043,2082133
75263.0,99.988091,2082134
75391.0,99.988187,2082136
75455.0,99.988235,2082137
75519.0,99.988283,2082138
75583.0,99.988331,2082139
75647.0,99.988379,2082140
75711.0,99.988475,2082142
75839.0,99.988523,2082143
76415.0,99.988571,2082144
76479.0,99.988619,2082145
76543.0,99.988715,2082147
76799.0,99.988763,2082148
77055.0,99.988811,2082149
77439.0,99.988859,2082150
77567.0,99.988955,2082152
77631.0,99.989003,2082153
77823.0,99.989099,2082155
78527.0,99.989147,2082156
78591.0,99.989195,2082157
78975.0,99.989243,2082158
79423.0,99.989339,2082160
79487.0,99.989387,2082161
79807.0,99.989435,2082162
80127.0,99.989483,2082163
80575.0,99.989531,2082164
80639.0,99.989579,2082165
80831.0,99.989627,2082166
80895.0,99.989723,2082168
81023.0,99.989867,2082171
81343.0,99.989915,2082172
81599.0,99.989963,2082173
81791.0,99.990059,2082175
81855.0,99.990107,2082176
81919.0,99.990156,2082177
82367.0,99.990204,2082178
82495.0,99.990252,2082179
82815.0,99.990300,2082180
83071.0,99.990348,2082181
83327.0,99.990396,2082182
83519.0,99.990444,2082183
83711.0,99.990492,2082184
84991.0,99.990540,2082185
85311.0,99.990588,2082186
85375.0,99.990636,2082187
85503.0,99.990684,2082188
85631.0,99.990732,2082189
85823.0,99.990828,2082191
86143.0,99.990876,2082192
86271.0,99.990972,2082194
86399.0,99.991020,2082195
86719.0,99.991068,2082196
87039.0,99.991116,2082197
87935.0,99.991212,2082199
88383.0,99.991260,2082200
88447.0,99.991308,2082201
88831.0,99.991356,2082202
89535.0,99.991404,2082203
89855.0,99.991452,2082204
90431.0,99.991500,2082205
90815.0,99.991548,2082206
90943.0,99.991596,2082207
91007.0,99.991644,2082208
91519.0,99.991692,2082209
92479.0,99.991788,2082211
92799.0,99.991836,2082212
93247.0,99.991884,2082213
93503.0,99.992028,2082216
93567.0,99.992076,2082217
94079.0,99.992124,2082218
95039.0,99.992172,2082219
95423.0,99.992220,2082220
95487.0,99.992268,2082221
96127.0,99.992316,2082222
96319.0,99.992365,2082223
96703.0,99.992413,2082224
96959.0,99.992461,2082225
97087.0,99.992509,2082226
98303.0,99.992605,2082228
98495.0,99.992653,2082229
98623.0,99.992749,2082231
98687.0,99.992797,2082232
99455.0,99.992845,2082233
100543.0,99.992893,2082234
100799.0,99.992941,2082235
100991.0,99.992989,2082236
101247.0,99.993037,2082237
102015.0,99.993085,2082238
102591.0,99.993133,2082239
102719.0,99.993181,2082240
103167.0,99.993229,2082241
103871.0,99.993277,2082242
105023.0,99.993325,2082243
105727.0,99.993373,2082244
106367.0,99.993421,2082245
106431.0,99.993469,2082246
106751.0,99.993517,2082247
106943.0,99.993565,2082248
107071.0,99.993613,2082249
107263.0,99.993661,2082250
107519.0,99.993709,2082251
107775.0,99.993757,2082252
107839.0,99.993805,2082253
108287.0,99.993853,2082254
109183.0,99.993901,2082255
109439.0,99.993949,2082256
111231.0,99.993997,2082257
111423.0,99.994045,2082258
113471.0,99.994189,2082261
113919.0,99.994333,2082264
113983.0,99.994429,2082266
114047.0,99.994477,2082267
114175.0,99.994526,2082268
114303.0,99.994574,2082269
114367.0,99.994670,2082271
114751.0,99.994718,2082272
115071.0,99.994766,2082273
115327.0,99.994814,2082274
115391.0,99.994862,2082275
115583.0,99.994910,2082276
115903.0,99.994958,2082277
116031.0,99.995006,2082278
116223.0,99.995102,2082280
116607.0,99.995150,2082281
116927.0,99.995198,2082282
117375.0,99.995294,2082284
117439.0,99.995342,2082285
117631.0,99.995390,2082286
118143.0,99.995438,2082287
118783.0,99.995486,2082288
119551.0,99.995534,2082289
119743.0,99.995582,2082290
119807.0,99.995630,2082291
120063.0,99.995678,2082292
120575.0,99.995726,2082293
120639.0,99.995774,2082294
121407.0,99.995822,2082295
121791.0,99.995870,2082296
122303.0,99.995918,2082297
122559.0,99.995966,2082298
122815.0,99.996014,2082299
124159.0,99.996062,2082300
124223.0,99.996110,2082301
124351.0,99.996158,2082302
125247.0,99.996206,2082303
125631.0,99.996302,2082305
126143.0,99.996398,2082307
126975.0,99.996446,2082308
127807.0,99.996494,2082309
127935.0,99.996542,2082310
128191.0,99.996590,2082311
129535.0,99.996686,2082313
130239.0,99.996735,2082314
130751.0,99.996783,2082315
131199.0,99.996831,2082316
132095.0,99.996879,2082317
132351.0,99.996927,2082318
132479.0,99.996975,2082319
134783.0,99.997023,2082320
135295.0,99.997071,2082321
135807.0,99.997167,2082323
136063.0,99.997215,2082324
136703.0,99.997263,2082325
137215.0,99.997311,2082326
138879.0,99.997359,2082327
139647.0,99.997407,2082328
143615.0,99.997455,2082329
144255.0,99.997503,2082330
150015.0,99.997551,2082331
150399.0,99.997599,2082332
152063.0,99.997647,2082333
152191.0,99.997695,2082334
153215.0,99.997743,2082335
155519.0,99.997791,2082336
156159.0,99.997839,2082337
156287.0,99.997887,2082338
156415.0,99.997935,2082339
157823.0,99.998079,2082342
158463.0,99.998127,2082343
158975.0,99.998175,2082344
159487.0,99.998271,2082346
159615.0,99.998319,2082347
160255.0,99.998415,2082349
160895.0,99.998463,2082350
161407.0,99.998511,2082351
161663.0,99.998559,2082352
162431.0,99.998655,2082354
163071.0,99.998703,2082355
164223.0,99.998751,2082356
166399.0,99.998799,2082357
168191.0,99.998847,2082358
168575.0,99.998895,2082359
173183.0,99.998944,2082360
174079.0,99.998992,2082361
174207.0,99.999040,2082362
174591.0,99.999088,2082363
179071.0,99.999136,2082364
181887.0,99.999184,2082365
182143.0,99.999232,2082366
184191.0,99.999280,2082367
193407.0,99.999328,2082368
197503.0,99.999376,2082369
202111.0,99.999424,2082370
204543.0,99.999472,2082371
204927.0,99.999520,2082372
206719.0,99.999568,2082373
210303.0,99.999616,2082374
212735.0,99.999664,2082375
217215.0,99.999712,2082376
228479.0,99.999760,2082377
236927.0,99.999808,2082378
238975.0,99.999856,2082379
244863.0,99.999904,2082380
247935.0,99.999952,2082381
272383.0,100.000000,2082382
